Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
10:01:18.677,,-18,-25,1062
10:01:18.715,,-17,-25,1063
10:01:18.753,,-18,-25,1062
10:01:18.791,,-18,-25,1063
10:01:18.829,,-17,-24,1062
10:01:18.867,,-18,-25,1062
10:01:18.905,,-18,-25,1063
10:01:18.943,,-18,-25,1062
10:01:18.981,,-18,-25,1062
10:01:19.019,,-17,-25,1062
10:01:19.057,,-18,-25,1063
10:01:19.095,,-17,-25,1061
10:01:19.133,,-19,-25,1064
10:01:19.171,,-18,-25,1062
10:01:19.209,,-18,-25,1063
10:01:19.247,,-17,-25,1063
10:01:19.285,,-17,-25,1063
10:01:19.323,,-17,-25,1062
10:01:19.361,,-18,-25,1063
10:01:19.399,,-18,-25,1063
10:01:19.437,,-18,-25,1063
10:01:19.475,,-18,-25,1063
10:01:19.513,,-18,-25,1063
10:01:19.551,,-17,-25,1063
10:01:19.589,,-18,-25,1063
10:01:19.627,,-17,-25,1062
10:01:19.665,,-17,-25,1063
10:01:19.703,,-18,-25,1062
10:01:19.741,,-17,-25,1062
10:01:19.779,,-18,-25,1063
10:01:19.817,,-17,-25,1063
10:01:19.855,,-17,-26,1063
10:01:19.893,,-18,-25,1063
10:01:19.931,,-18,-25,1063
10:01:19.969,,-18,-24,1062
10:01:20.007,,-18,-25,1063
10:01:20.045,,-17,-25,1062
10:01:20.083,,-18,-25,1062
10:01:20.121,,-18,-25,1063
10:01:20.159,,-18,-25,1062
10:01:20.197,,-18,-25,1062
10:01:20.235,,-18,-25,1063
10:01:20.273,,-18,-25,1063
10:01:20.311,,-18,-25,1063
10:01:20.349,,-18,-25,1062
10:01:20.387,,-18,-25,1064
10:01:20.425,,-18,-25,1063
10:01:20.462,,-17,-25,1062
10:01:20.501,,-18,-25,1062
10:01:20.539,,-17,-25,1063
10:01:20.577,,-18,-25,1063
10:01:20.615,,-17,-25,1063
10:01:20.653,,-17,-25,1062
10:01:20.691,,-19,-25,1064
10:01:20.728,,-18,-25,1062
10:01:20.766,,-17,-25,1062
10:01:20.804,,-18,-25,1063
10:01:20.842,,-18,-25,1062
10:01:20.880,,-18,-25,1062
10:01:20.918,,-17,-25,1062
10:01:20.956,,-18,-25,1062
10:01:20.994,,-18,-24,1063
10:01:21.032,,-18,-25,1061
10:01:21.070,,-18,-25,1061
10:01:21.108,,-18,-25,1062
10:01:21.146,,-18,-25,1062
10:01:21.184,,-18,-25,1062
10:01:21.222,,-18,-25,1062
10:01:21.260,,-18,-25,1062
10:01:21.298,,-18,-25,1062
10:01:21.336,,-18,-25,1062
10:01:21.374,,-18,-25,1062
10:01:21.412,,-17,-25,1062
10:01:21.450,,-18,-25,1062
10:01:21.488,,-18,-25,1062
10:01:21.526,,-18,-25,1062
10:01:21.564,,-18,-25,1062
