Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
10:01:31.201,,-516,180,1315
10:01:31.239,,-770,68,1342
10:01:31.277,,-604,35,1047
10:01:31.315,,-537,60,731
10:01:31.353,,-494,38,615
10:01:31.391,,-269,15,490
10:01:31.429,,-40,-1,390
10:01:31.467,,172,33,429
10:01:31.505,,340,-29,737
10:01:31.543,,545,26,843
10:01:31.581,,655,-21,1038
10:01:31.619,,524,-19,1099
10:01:31.657,,582,104,1412
10:01:31.695,,510,45,1328
10:01:31.733,,513,131,1226
10:01:31.771,,424,104,1330
10:01:31.809,,409,103,1377
10:01:31.847,,368,104,1388
10:01:31.885,,22,50,1608
10:01:31.923,,-209,101,1571
10:01:31.961,,-312,70,1398
10:01:31.999,,-397,39,1221
10:01:32.037,,-493,107,919
10:01:32.075,,-479,121,695
10:01:32.204,,-24,121,296
10:01:32.206,,-24,121,296
10:01:32.207,,213,79,426
10:01:32.227,,213,79,426
10:01:32.265,,407,-15,738
10:01:32.303,,543,38,933
10:01:32.341,,661,-21,953
10:01:32.379,,657,85,1538
10:01:32.417,,600,50,1438
10:01:32.455,,562,78,1359
10:01:32.493,,582,98,1219
10:01:32.531,,490,155,1335
10:01:32.569,,284,132,1305
10:01:32.607,,-3,146,1417
10:01:32.645,,-196,102,1406
10:01:32.683,,-344,100,1317
10:01:32.721,,-399,30,1357
10:01:32.759,,-363,17,1158
10:01:32.797,,-334,12,1032
10:01:32.835,,-232,-3,851
10:01:32.873,,-152,-39,724
10:01:32.911,,-82,44,527
10:01:32.949,,153,75,402
10:01:32.987,,335,-53,669
10:01:33.025,,428,-1,744
10:01:33.063,,425,19,893
10:01:33.101,,451,-17,1205
10:01:33.139,,595,-65,1106
10:01:33.177,,606,-96,1316
10:01:33.215,,525,30,1285
10:01:33.253,,456,14,1443
10:01:33.291,,460,62,1371
10:01:33.329,,16,50,1560
10:01:33.367,,-135,34,1575
10:01:33.405,,-188,-17,1476
10:01:33.443,,-250,-38,1304
10:01:33.481,,-340,13,1007
10:01:33.519,,-300,74,657
10:01:33.557,,-265,53,462
10:01:33.595,,-87,95,279
10:01:33.633,,267,139,161
10:01:33.671,,527,-9,516
10:01:33.709,,336,-136,1195
10:01:33.747,,181,-136,1297
10:01:33.785,,312,-96,1303
10:01:33.823,,218,-162,1370
10:01:33.861,,244,-58,1154
10:01:33.899,,66,-51,1225
10:01:33.937,,-89,-47,1376
10:01:33.975,,58,12,1168
10:01:34.013,,0,42,1229
10:01:34.051,,-2,-11,1130
10:01:34.089,,78,17,954
10:01:34.127,,-17,-38,1094
10:01:34.165,,-5,-20,1030
10:01:34.203,,-5,-12,1068
10:01:34.241,,-50,-67,1061
10:01:34.279,,-20,40,1062
10:01:34.317,,4,-45,1061
10:01:34.355,,-16,-16,1063
10:01:34.393,,-17,-23,1062
10:01:34.431,,-17,-23,1063
10:01:34.469,,-17,-23,1063
10:01:34.507,,-17,-23,1062
10:01:34.544,,-17,-23,1062
10:01:34.582,,-17,-22,1062
10:01:34.620,,-17,-23,1061
10:01:34.658,,-17,-22,1061
10:01:34.696,,-18,-22,1062
10:01:34.734,,-17,-22,1061
10:01:34.772,,-17,-23,1061
10:01:34.810,,-17,-22,1062
10:01:34.848,,-17,-23,1061
10:01:34.886,,-20,-22,1063
10:01:34.924,,-17,-24,1063
10:01:34.962,,-15,-23,1061
10:01:35.000,,-18,-23,1061
10:01:35.038,,-17,-23,1061
10:01:35.076,,-18,-23,1061
10:01:35.114,,-17,-23,1061
10:01:35.152,,-17,-23,1061
10:01:35.190,,-17,-23,1061
10:01:35.228,,-18,-23,1061
10:01:35.266,,-18,-22,1061
10:01:35.304,,-17,-23,1062
10:01:35.342,,-17,-23,1061
