Sensors' Acquisition [Hz]: Acc@26.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
09:59:46.062,,127,173,1102
09:59:46.100,,150,158,1091
09:59:46.138,,148,96,1163
09:59:46.176,,75,111,1140
09:59:46.214,,36,81,1143
09:59:46.252,,-6,56,1147
09:59:46.290,,-137,103,1109
09:59:46.328,,-133,33,1075
09:59:46.366,,-192,38,999
09:59:46.404,,-201,9,944
09:59:46.442,,-190,23,879
09:59:46.480,,12,-134,889
09:59:46.518,,-45,-213,967
09:59:46.556,,-220,-107,834
09:59:46.594,,-173,-182,752
09:59:46.632,,-213,-272,872
09:59:46.670,,-76,-192,748
09:59:46.708,,-89,-316,1002
09:59:46.746,,-213,-243,990
09:59:46.784,,-132,-123,839
09:59:46.822,,-17,-237,986
09:59:46.860,,-19,-222,1117
09:59:46.898,,24,-247,1115
09:59:46.936,,-41,-165,1158
09:59:46.974,,-20,-128,1142
09:59:47.012,,25,-155,1232
09:59:47.050,,-18,-129,1234
09:59:47.088,,-12,-106,1259
09:59:47.126,,5,-45,1202
09:59:47.164,,53,-61,1106
09:59:47.202,,33,-73,1185
09:59:47.240,,134,-14,1057
09:59:47.278,,146,-17,1055
09:59:47.316,,-28,-43,1136
09:59:47.354,,11,58,1119
09:59:47.392,,95,82,972
09:59:47.430,,-28,-4,1115
09:59:47.468,,-6,-29,1114
09:59:47.506,,35,49,965
09:59:47.544,,29,51,877
09:59:47.582,,56,20,978
09:59:47.620,,0,-42,1166
09:59:47.658,,-71,2,1156
09:59:47.696,,-113,10,1119
09:59:47.734,,-186,64,1111
09:59:47.772,,-184,55,1133
09:59:47.810,,-209,-33,1218
09:59:47.848,,-141,13,1143
09:59:47.886,,-303,7,971
09:59:47.924,,-400,-78,1079
09:59:47.962,,-418,-176,1249
09:59:48.000,,-515,36,1014
09:59:48.118,,-18,22,828
09:59:48.119,,-18,22,828
09:59:48.121,,-18,22,828
09:59:48.152,,154,179,679
09:59:48.190,,198,58,873
09:59:48.228,,336,-67,1053
09:59:48.266,,310,-74,1038
09:59:48.304,,284,-13,997
09:59:48.342,,298,5,1005
09:59:48.380,,161,-53,1220
09:59:48.418,,76,-42,1412
09:59:48.456,,67,-72,1354
09:59:48.494,,129,-31,1273
09:59:48.532,,134,-29,1242
09:59:48.570,,146,17,1227
09:59:48.608,,140,-38,1273
09:59:48.646,,84,-11,1230
09:59:48.684,,183,5,1090
09:59:48.722,,241,49,857
09:59:48.760,,7,77,935
09:59:48.798,,-150,-41,967
09:59:48.836,,-53,-38,910
09:59:48.874,,-110,-17,882
09:59:48.912,,-104,-41,857
09:59:48.950,,-30,-24,887
09:59:48.988,,-207,-44,1020
09:59:49.026,,-72,-154,1030
09:59:49.064,,-176,-165,1120
09:59:49.102,,-216,-156,1181
09:59:49.140,,-318,-190,1414
09:59:49.178,,-576,-210,1605
09:59:49.216,,-453,-189,1459
09:59:49.254,,-403,-148,1246
09:59:49.292,,-418,-101,1019
09:59:49.330,,-439,-75,938
09:59:49.368,,-366,-74,916
09:59:49.406,,-289,-33,736
09:59:49.444,,-231,11,660
09:59:49.482,,-155,-96,701
09:59:49.520,,-4,-72,695
09:59:49.558,,123,-53,662
09:59:49.596,,176,0,772
09:59:49.634,,223,-70,947
09:59:49.672,,247,-81,1065
09:59:49.710,,266,14,1009
09:59:49.748,,202,34,1197
09:59:49.786,,132,-34,1456
09:59:49.824,,171,-93,1523
09:59:49.862,,274,8,1250
09:59:49.900,,185,101,1197
09:59:49.938,,192,-10,1320
09:59:49.976,,201,10,1216
09:59:50.014,,256,95,1096
09:59:50.052,,188,5,1083
09:59:50.090,,197,112,860
09:59:50.128,,255,103,952
09:59:50.166,,-129,-56,1196
09:59:50.204,,92,46,1122
09:59:50.242,,-114,-50,1078
09:59:50.280,,-204,-61,1175
09:59:50.318,,-302,-133,1242
09:59:50.356,,-430,-84,1299
09:59:50.394,,-505,-132,1323
09:59:50.432,,-471,-162,1312
09:59:50.470,,-322,-130,1161
09:59:50.508,,-359,-157,1040
09:59:50.546,,-389,-124,903
09:59:50.584,,-349,-90,812
09:59:50.621,,-245,24,712
09:59:50.659,,-287,-32,733
09:59:50.697,,-199,-102,801
09:59:50.735,,-7,-32,667
09:59:50.773,,54,105,622
09:59:50.811,,59,2,808
09:59:50.849,,190,-36,958
09:59:50.887,,170,-17,859
09:59:50.925,,137,-1,1116
09:59:50.963,,216,-20,1080
09:59:51.001,,218,-10,1192
09:59:51.039,,57,-57,1340
09:59:51.077,,109,-37,1365
09:59:51.115,,104,-59,1320
09:59:51.153,,68,-52,1344
09:59:51.191,,72,-41,1366
09:59:51.229,,90,-73,1291
09:59:51.267,,156,-3,1181
09:59:51.305,,143,22,1134
09:59:51.343,,119,0,1136
09:59:51.381,,153,11,1021
09:59:51.419,,-69,-33,1036
09:59:51.457,,-205,-26,1174
09:59:51.495,,-262,-102,1198
09:59:51.533,,-305,-147,1254
09:59:51.571,,-334,-226,1227
09:59:51.609,,-321,-166,1121
09:59:51.647,,-326,-194,1004
09:59:51.685,,-342,-204,930
09:59:51.723,,-316,-154,828
09:59:51.761,,-290,-145,779
09:59:51.799,,-279,-129,760
09:59:51.837,,-172,-93,625
09:59:51.875,,-129,6,568
09:59:51.913,,-85,30,577
09:59:51.951,,-12,28,684
09:59:51.989,,106,62,775
09:59:52.027,,83,-95,942
09:59:52.065,,153,35,1199
09:59:52.103,,228,-64,1203
09:59:52.141,,94,-141,1420
09:59:52.179,,18,-75,1480
09:59:52.217,,30,19,1320
09:59:52.255,,-45,68,1339
09:59:52.293,,3,8,1375
09:59:52.331,,71,-13,1293
09:59:52.369,,153,42,1149
09:59:52.407,,165,62,1083
09:59:52.445,,140,16,1140
09:59:52.483,,137,-3,1044
09:59:52.521,,172,34,1053
09:59:52.559,,-56,-62,1282
09:59:52.597,,-59,-15,1220
09:59:52.635,,-69,28,1219
09:59:52.673,,-301,-140,1402
09:59:52.711,,-260,-145,1251
09:59:52.749,,-271,-67,1144
09:59:52.787,,-266,-80,1102
09:59:52.825,,-307,-118,1010
09:59:52.863,,-377,-57,831
09:59:52.901,,-410,108,590
09:59:52.939,,-266,6,533
09:59:52.977,,-132,-72,560
09:59:53.015,,-30,25,567
09:59:53.053,,-129,73,730
09:59:53.091,,68,108,840
09:59:53.129,,106,-104,959
09:59:53.167,,205,-2,926
09:59:53.205,,204,37,864
09:59:53.243,,200,-174,1290
09:59:53.281,,394,-153,1151
09:59:53.319,,71,-115,1401
09:59:53.357,,-53,44,1494
09:59:53.395,,81,-117,1350
09:59:53.433,,28,97,1308
09:59:53.471,,72,123,1230
09:59:53.509,,104,-98,1359
09:59:53.547,,-1,15,1348
09:59:53.585,,224,54,1150
09:59:53.623,,338,-80,1038
09:59:53.661,,448,-2,974
09:59:53.699,,314,39,988
09:59:53.737,,241,63,969
09:59:53.775,,50,-12,1086
09:59:53.813,,-151,-57,1253
09:59:53.851,,-484,-80,1357
09:59:53.977,,-584,-119,1232
09:59:53.979,,-584,-119,1232
09:59:53.980,,-584,-119,1232
09:59:54.003,,-506,-80,1079
09:59:54.041,,-431,-7,898
09:59:54.079,,-361,-59,852
09:59:54.117,,-233,-65,775
09:59:54.155,,-102,-1,712
09:59:54.193,,-28,-73,739
09:59:54.231,,124,-99,717
09:59:54.269,,179,-77,700
09:59:54.307,,174,-31,772
09:59:54.345,,253,1,769
09:59:54.383,,337,20,1071
09:59:54.421,,261,-41,1171
09:59:54.459,,174,5,1337
09:59:54.497,,59,-33,1427
09:59:54.535,,112,-3,1404
09:59:54.573,,104,-18,1357
09:59:54.611,,123,-6,1359
09:59:54.649,,163,-26,1284
09:59:54.687,,233,57,1127
09:59:54.725,,157,88,1075
09:59:54.763,,145,68,1083
09:59:54.801,,168,62,1020
09:59:54.839,,213,87,974
09:59:54.877,,208,8,1025
09:59:54.915,,20,-54,1146
09:59:54.953,,-159,-58,1233
09:59:54.991,,-308,-62,1344
09:59:55.029,,-432,-78,1307
09:59:55.067,,-459,-105,1287
09:59:55.105,,-442,-118,1207
09:59:55.143,,-432,-57,1045
09:59:55.181,,-416,-36,943
09:59:55.219,,-343,-114,911
09:59:55.257,,-276,-105,840
09:59:55.295,,-236,-31,706
09:59:55.333,,-120,16,566
09:59:55.371,,21,1,558
09:59:55.409,,164,44,624
09:59:55.447,,161,-15,730
09:59:55.485,,211,-15,813
09:59:55.523,,150,89,1111
09:59:55.561,,189,99,1207
09:59:55.599,,276,-40,1382
09:59:55.637,,191,-116,1488
09:59:55.675,,74,-139,1578
09:59:55.713,,187,2,1304
09:59:55.751,,270,95,1134
09:59:55.789,,206,14,1164
09:59:55.827,,197,-28,1161
09:59:55.865,,198,18,1195
09:59:55.903,,239,-36,1178
09:59:55.941,,251,-9,1046
09:59:55.979,,238,28,1014
09:59:56.017,,136,-25,1111
09:59:56.055,,-95,-55,1186
09:59:56.093,,-225,-50,1304
09:59:56.131,,-389,-64,1395
09:59:56.169,,-518,-59,1382
09:59:56.207,,-483,39,1194
09:59:56.245,,-440,12,1111
09:59:56.283,,-389,-63,1038
09:59:56.321,,-310,-32,858
09:59:56.359,,-283,32,663
09:59:56.397,,-180,119,539
09:59:56.435,,19,18,541
09:59:56.473,,107,-27,659
09:59:56.511,,257,-134,786
09:59:56.549,,165,-104,903
09:59:56.587,,211,182,674
09:59:56.625,,347,111,962
09:59:56.663,,209,-145,1426
09:59:56.701,,274,-116,1421
09:59:56.739,,178,-165,1412
09:59:56.777,,193,-109,1382
09:59:56.815,,164,-49,1335
09:59:56.853,,230,34,1243
09:59:56.891,,218,15,1194
09:59:56.929,,158,42,1180
09:59:56.967,,283,56,1131
09:59:57.005,,199,-41,1188
09:59:57.043,,133,42,1121
09:59:57.081,,30,-27,1200
09:59:57.119,,-63,-137,1291
09:59:57.157,,-106,-94,1281
09:59:57.195,,-250,-89,1357
09:59:57.233,,-359,-93,1351
09:59:57.271,,-393,-55,1180
09:59:57.309,,-440,19,987
09:59:57.347,,-363,-3,876
09:59:57.385,,-339,-122,862
09:59:57.423,,-272,15,686
09:59:57.461,,-137,71,572
09:59:57.499,,-107,-30,705
09:59:57.537,,105,28,635
09:59:57.575,,201,58,697
09:59:57.613,,242,30,863
09:59:57.651,,266,-77,881
09:59:57.689,,353,2,1051
09:59:57.727,,374,-106,1095
09:59:57.765,,330,-150,1323
09:59:57.803,,352,-292,1393
09:59:57.841,,229,-149,1353
09:59:57.879,,356,-115,1318
09:59:57.917,,313,-125,1395
09:59:57.955,,249,24,1298
09:59:57.993,,216,134,1175
09:59:58.031,,210,19,1101
09:59:58.069,,178,85,1163
09:59:58.107,,224,-47,1157
09:59:58.145,,122,-174,1280
09:59:58.183,,-91,-84,1303
09:59:58.221,,-325,-68,1338
09:59:58.259,,-492,-70,1360
09:59:58.297,,-477,-63,1168
09:59:58.335,,-444,-47,1051
09:59:58.373,,-312,-64,825
09:59:58.411,,-311,-30,705
09:59:58.449,,-154,-49,616
09:59:58.487,,-20,-78,604
09:59:58.525,,63,53,554
09:59:58.563,,97,-7,716
09:59:58.601,,127,-66,841
09:59:58.639,,346,49,867
09:59:58.677,,179,-153,929
09:59:58.715,,275,66,1100
09:59:58.753,,324,-122,1079
09:59:58.791,,544,-200,1146
09:59:58.829,,394,-309,1305
09:59:58.867,,392,-125,1346
09:59:58.905,,493,-199,1439
09:59:58.943,,488,-126,1381
09:59:58.981,,415,68,1301
09:59:59.019,,384,84,1168
09:59:59.057,,357,123,1114
09:59:59.095,,184,-10,1156
09:59:59.133,,-12,-84,1196
09:59:59.171,,-142,-151,1287
09:59:59.209,,-290,-190,1369
09:59:59.247,,-385,-277,1403
09:59:59.285,,-363,-212,1218
09:59:59.323,,-395,-84,1023
09:59:59.361,,-426,-134,941
09:59:59.399,,-381,-190,883
09:59:59.437,,-260,-146,743
09:59:59.475,,-187,-104,658
09:59:59.513,,-135,-27,616
09:59:59.551,,-1,-1,608
09:59:59.589,,96,-48,671
09:59:59.627,,210,0,717
09:59:59.665,,327,-82,882
09:59:59.794,,403,-222,1178
09:59:59.795,,403,-222,1178
09:59:59.796,,403,-222,1178
09:59:59.817,,403,-222,1178
09:59:59.855,,374,-243,1397
09:59:59.893,,295,-139,1402
09:59:59.931,,429,-106,1361
09:59:59.969,,462,-107,1354
10:00:00.006,,395,21,1282
10:00:00.044,,342,74,1234
10:00:00.082,,167,-37,1282
10:00:00.120,,148,-100,1300
10:00:00.158,,36,-93,1244
10:00:00.196,,-186,-84,1256
10:00:00.234,,-342,-140,1230
10:00:00.272,,-426,-160,1201
10:00:00.310,,-464,-166,1146
10:00:00.348,,-454,-90,1004
10:00:00.386,,-375,-129,928
10:00:00.424,,-287,-202,894
10:00:00.462,,-293,-144,811
10:00:00.500,,-144,-22,609
10:00:00.538,,-174,-61,629
10:00:00.576,,-43,16,599
10:00:00.614,,178,13,582
10:00:00.652,,193,-54,833
10:00:00.690,,159,3,920
10:00:00.728,,330,-43,1106
10:00:00.766,,435,-177,1246
10:00:00.804,,352,-303,1338
10:00:00.842,,273,-210,1411
10:00:00.880,,287,-105,1363
10:00:00.918,,351,-84,1260
10:00:00.956,,389,-48,1235
10:00:00.994,,419,0,1209
10:00:01.032,,276,-34,1230
10:00:01.070,,286,-48,1198
10:00:01.108,,160,-72,1222
10:00:01.146,,-4,-89,1292
10:00:01.184,,-236,-133,1389
10:00:01.222,,-324,-169,1389
10:00:01.260,,-299,-174,1287
10:00:01.298,,-376,-147,1191
10:00:01.336,,-433,-25,983
10:00:01.374,,-448,-19,818
10:00:01.412,,-340,-117,747
10:00:01.450,,-237,-100,644
10:00:01.488,,-170,-41,509
10:00:01.526,,28,70,457
10:00:01.564,,-15,-118,705
10:00:01.602,,181,-43,719
10:00:01.640,,234,-4,861
10:00:01.678,,396,-16,926
10:00:01.716,,519,-165,1147
10:00:01.754,,444,-218,1274
10:00:01.792,,472,-177,1226
10:00:01.830,,391,-161,1237
10:00:01.868,,422,-69,1167
10:00:01.906,,472,-118,1196
10:00:01.944,,463,-61,1153
10:00:01.982,,398,-55,1254
10:00:02.020,,377,-92,1282
10:00:02.058,,306,-62,1241
10:00:02.096,,127,-42,1262
10:00:02.134,,2,-77,1305
10:00:02.172,,-109,-160,1428
10:00:02.210,,-316,-212,1488
10:00:02.248,,-390,-179,1354
10:00:02.286,,-405,-162,1160
10:00:02.324,,-461,-88,991
10:00:02.362,,-373,-53,787
10:00:02.400,,-349,-119,750
10:00:02.438,,-242,-84,642
10:00:02.476,,-74,13,493
10:00:02.514,,45,-30,556
10:00:02.552,,61,-66,689
10:00:02.590,,233,17,709
10:00:02.628,,379,-73,722
10:00:02.666,,306,-80,1114
10:00:02.704,,328,-70,1128
10:00:02.742,,626,15,993
10:00:02.780,,557,-112,1243
10:00:02.818,,476,-207,1484
10:00:02.856,,523,-85,1424
10:00:02.894,,461,-107,1118
10:00:02.932,,764,-61,1331
10:00:02.970,,631,-41,1241
10:00:03.008,,229,27,1239
10:00:03.046,,190,51,1080
10:00:03.084,,-183,-179,1141
10:00:03.122,,-336,-95,1086
10:00:03.160,,-524,-191,1170
10:00:03.198,,-600,-224,1195
10:00:03.236,,-490,-181,1065
10:00:03.274,,-434,-163,974
10:00:03.312,,-371,-145,849
10:00:03.350,,-372,-50,704
10:00:03.388,,-235,41,559
10:00:03.426,,-38,5,579
10:00:03.464,,236,37,537
10:00:03.502,,421,129,571
10:00:03.540,,436,-56,933
10:00:03.578,,512,-243,1274
10:00:03.616,,242,-367,1457
10:00:03.654,,126,-223,1434
10:00:03.692,,17,-211,1408
10:00:03.730,,-29,-132,1316
10:00:03.768,,-92,-113,1246
10:00:03.806,,-83,-70,1132
10:00:03.844,,-57,-22,1091
10:00:03.882,,-71,-93,1153
10:00:03.920,,-57,-38,1068
10:00:03.958,,-5,-3,985
10:00:03.996,,-64,-19,1066
10:00:04.034,,-67,-48,1101
10:00:04.072,,33,21,1060
10:00:04.110,,-36,-18,1063
10:00:04.148,,-117,11,1064
10:00:04.186,,-11,-34,1065
10:00:04.224,,49,-61,1054
10:00:04.262,,4,-10,1063
10:00:04.300,,-19,-23,1061
10:00:04.338,,-19,-23,1060
10:00:04.376,,-19,-23,1060
10:00:04.414,,-18,-23,1060
10:00:04.452,,-18,-23,1060
10:00:04.490,,-18,-23,1060
10:00:04.528,,-18,-23,1060
10:00:04.566,,-19,-23,1060
10:00:04.604,,-19,-23,1060
10:00:04.642,,-18,-23,1060
10:00:04.680,,-19,-23,1060
10:00:04.718,,-18,-23,1061
10:00:04.756,,-19,-23,1061
10:00:04.794,,-19,-24,1061
10:00:04.832,,-18,-23,1060
10:00:04.870,,-18,-23,1061
10:00:04.908,,-19,-23,1061
10:00:04.946,,-19,-23,1061
10:00:04.984,,-19,-23,1062
10:00:05.022,,-19,-23,1061
10:00:05.060,,-19,-23,1061
10:00:05.098,,-18,-23,1061
10:00:05.136,,-18,-23,1061
10:00:05.174,,-18,-23,1061
10:00:05.212,,-18,-23,1061
10:00:05.250,,-19,-23,1061
10:00:05.288,,-18,-23,1062
10:00:05.326,,-18,-23,1061
10:00:05.364,,-19,-24,1061
10:00:05.400,<Walking,,,
10:00:05.528,,-18,-23,1061
10:00:05.530,,-18,-23,1061
10:00:05.531,,-18,-23,1061
10:00:05.532,,-18,-23,1061
10:00:05.554,,-18,-23,1062
10:00:05.592,,-18,-23,1061
10:00:05.630,,-18,-23,1062
10:00:05.668,,-18,-23,1061
10:00:05.706,,-19,-23,1062
10:00:05.744,,-19,-23,1062
10:00:05.782,,-18,-23,1061
10:00:05.820,,-18,-23,1062
10:00:05.858,,-18,-23,1061
10:00:05.896,,-18,-23,1061
10:00:05.934,,-18,-23,1062
10:00:05.972,,-19,-23,1061
10:00:06.010,,-18,-23,1062
10:00:06.048,,-18,-23,1061
10:00:06.086,,-18,-23,1062
10:00:06.124,,-18,-23,1062
10:00:06.162,,-18,-23,1062
10:00:06.200,,-18,-23,1062
10:00:06.238,,-18,-23,1061
10:00:06.276,,-19,-23,1062
10:00:06.314,,-19,-23,1062
10:00:06.352,,-18,-23,1062
10:00:06.390,,-18,-23,1062
10:00:06.428,,-19,-23,1062
10:00:06.466,,-18,-24,1062
10:00:06.504,,-18,-23,1061
10:00:06.542,,-19,-23,1062
10:00:06.580,,-19,-23,1061
10:00:06.618,,-18,-24,1062
10:00:06.656,,-18,-23,1062
10:00:06.668,>Stairs,,,
10:00:06.694,,-19,-23,1062
10:00:06.732,,-18,-23,1062
10:00:06.770,,-18,-23,1061
10:00:06.808,,-18,-23,1061
10:00:06.846,,-18,-23,1062
10:00:06.884,,-18,-23,1062
10:00:06.922,,-19,-23,1062
10:00:06.960,,-18,-24,1062
10:00:06.998,,-18,-23,1062
10:00:07.036,,-18,-23,1061
10:00:07.074,,-19,-22,1062
10:00:07.112,,-18,-23,1061
10:00:07.150,,-18,-23,1062
10:00:07.188,,-18,-22,1062
10:00:07.226,,-18,-23,1062
10:00:07.264,,-18,-23,1062
10:00:07.302,,-18,-23,1062
10:00:07.340,,-19,-23,1062
10:00:07.378,,-18,-23,1062
10:00:07.416,,-18,-23,1062
10:00:07.454,,-18,-23,1062
10:00:07.492,,-18,-23,1062
10:00:07.530,,-17,-23,1061
10:00:07.568,,-18,-23,1062
10:00:07.606,,-18,-23,1062
10:00:07.644,,-18,-23,1062
10:00:07.682,,-18,-23,1063
10:00:07.720,,-18,-23,1062
10:00:07.758,,-18,-23,1063
10:00:07.796,,-40,-30,1062
10:00:07.834,,-192,-25,1065
10:00:07.872,,-24,0,1058
10:00:07.910,,99,-3,1061
10:00:07.948,,65,-47,1066
10:00:07.986,,-18,-24,1062
10:00:08.024,,-18,-23,1063
10:00:08.062,,-18,-23,1062
10:00:08.100,,-18,-23,1062
10:00:08.138,,-18,-24,1063
10:00:08.176,,171,-93,1061
10:00:08.214,,-54,-33,1058
10:00:08.252,,-183,31,1062
10:00:08.290,,-72,24,1097
10:00:08.328,,188,-12,1359
10:00:08.366,,526,-101,1611
10:00:08.404,,338,0,1398
10:00:08.442,,332,-76,1624
10:00:08.480,,479,58,1333
10:00:08.518,,406,-32,1091
10:00:08.556,,35,-26,1288
10:00:08.594,,-170,105,996
10:00:08.632,,-423,198,584
10:00:08.670,,-617,-30,678
10:00:08.708,,-727,-133,955
10:00:08.746,,-691,-7,640
10:00:08.784,,-486,-20,167
10:00:08.822,,-407,-98,70
10:00:08.860,,-284,-195,230
10:00:08.898,,-41,-113,362
10:00:08.936,,305,-17,436
10:00:08.974,,541,-91,1146
10:00:09.012,,361,-102,1873
10:00:09.050,,229,50,1998
10:00:09.088,,194,65,1998
10:00:09.126,,59,25,1995
10:00:09.164,,-151,202,1529
10:00:09.202,,-428,113,1133
10:00:09.239,,-360,117,950
10:00:09.277,,-267,36,595
10:00:09.315,,-294,-131,347
10:00:09.353,,-303,-96,166
10:00:09.391,,-22,-255,99
10:00:09.429,,-40,-518,491
10:00:09.467,,-62,-517,603
10:00:09.505,,9,-289,351
10:00:09.543,,196,-147,457
10:00:09.581,,271,-125,1108
10:00:09.619,,0,-216,1765
10:00:09.657,,-80,-68,1985
10:00:09.695,,29,-23,1872
10:00:09.733,,130,-32,1793
10:00:09.771,,-62,-71,1878
10:00:09.809,,-125,10,1676
10:00:09.847,,-174,-37,1391
10:00:09.885,,-286,-60,1138
10:00:09.923,,-385,31,756
10:00:09.961,,-360,86,223
10:00:09.999,,-426,-125,35
10:00:10.037,,-279,-313,65
10:00:10.075,,-211,-261,284
10:00:10.113,,120,-381,617
10:00:10.151,,137,-308,817
10:00:10.189,,67,-264,872
10:00:10.227,,193,-6,1462
10:00:10.265,,61,-2,1788
10:00:10.303,,180,27,1926
10:00:10.341,,182,-81,1998
10:00:10.379,,-107,-31,1967
10:00:10.417,,-197,123,1501
10:00:10.455,,-261,71,1151
10:00:10.493,,-352,-38,1098
10:00:10.531,,-287,-53,798
10:00:10.569,,-333,-62,513
10:00:10.607,,-479,-98,323
10:00:10.645,,-493,-152,202
10:00:10.683,,-366,-229,260
10:00:10.721,,-205,-336,498
10:00:10.759,,-113,-407,634
10:00:10.797,,36,-358,668
10:00:10.835,,86,-332,965
10:00:10.873,,15,-161,1017
10:00:10.911,,135,-8,1281
10:00:10.949,,289,-131,1649
10:00:10.987,,11,-115,1998
10:00:11.025,,144,92,1643
10:00:11.063,,130,28,1621
10:00:11.101,,-108,20,1718
10:00:11.232,,-303,-16,935
10:00:11.233,,-303,-16,935
10:00:11.234,,-303,-16,935
10:00:11.253,,-319,-55,642
10:00:11.291,,-333,-114,410
10:00:11.329,,-263,-132,153
10:00:11.367,,-260,-158,12
10:00:11.405,,-145,-115,128
10:00:11.443,,-7,-118,502
10:00:11.481,,129,-53,915
10:00:11.519,,384,-24,1432
10:00:11.557,,507,-47,1918
10:00:11.595,,125,-96,1998
10:00:11.633,,7,5,1995
10:00:11.671,,96,130,1615
10:00:11.709,,-32,35,1264
10:00:11.747,,-304,36,1193
10:00:11.785,,-420,22,818
10:00:11.823,,-577,-15,683
10:00:11.861,,-468,23,341
10:00:11.899,,-245,-89,85
10:00:11.937,,-140,-134,105
10:00:11.975,,-18,-104,363
10:00:12.013,,212,-157,822
10:00:12.051,,182,-67,1172
10:00:12.089,,89,-63,1837
10:00:12.127,,-121,-94,1998
10:00:12.165,,5,-120,1900
10:00:12.203,,82,50,1543
10:00:12.241,,-106,153,1247
10:00:12.279,,-321,75,1284
10:00:12.317,,-567,60,1435
10:00:12.355,,-547,75,909
10:00:12.393,,-577,-97,890
10:00:12.431,,-293,-26,202
10:00:12.469,,-160,-26,-205
10:00:12.507,,-143,-54,30
10:00:12.545,,73,142,320
10:00:12.583,,218,17,881
10:00:12.621,,43,-114,1872
10:00:12.659,,-48,-85,1998
10:00:12.697,,105,63,1944
10:00:12.735,,57,35,1942
10:00:12.773,,-125,193,1569
10:00:12.811,,-341,266,1320
10:00:12.849,,-567,175,1214
10:00:12.887,,-595,142,1204
10:00:12.925,,-451,126,828
10:00:12.963,,-372,-48,652
10:00:13.001,,-251,-19,382
10:00:13.039,,-185,-114,95
10:00:13.077,,-277,-119,255
10:00:13.115,,-196,-139,560
10:00:13.153,,133,-52,755
10:00:13.191,,307,-176,1065
